药品分类,商品名称,包装规格,生产厂家,批准文号,采购价,折扣价,销量
中成药,小金丸,4丸/板                    ,西安自力中药集团有限公司,国药准字Z61020409,￥10.88/盒,￥10.00,692
中成药,柴黄片,2*12片/板/盒 / 大包装：240 盒                    ,陕西盘龙药业集团股份有限公司,国药准字Z20055428,￥6.00/盒,￥5.52,1261
中成药,维生素C咀嚼片,12s*4板 / 大包装：200 盒                    ,长春迪瑞制药有限公司,国药准字H22025676,￥2.75/盒,￥2.53,1290
中成药,百咳静颗粒,1g*18袋/盒 / 大包装：300 盒                    ,佐今明制药股份有限公司,国药准字Z20040014,￥15.00/盒,￥13.80,631
中成药,颈康胶囊,0.3g*40粒 / 大包装：300 盒                    ,陕西诚信制药有限公司,国药准字Z20090510,￥7.50/盒,￥6.90,30
中成药,糖尿乐胶囊,0.3g*40粒 / 大包装：200 盒                    ,哈尓滨中药六厂有限公司,国药准字Z23020240,￥9.50/盒,￥8.74,95
中成药,麻仁丸,30g/瓶 / 大包装：400 瓶                    ,华阳（恩施）药业有限公司,国药准字Z42020314,￥3.00/瓶,￥2.76,1135
中成药,丹栀逍遥丸,6克/袋*10袋/盒 / 大包装：120 盒                    ,福州海王金象中药制药有限公司,国药准字Z35020252,￥9.40/盒,￥8.64,719
中成药,去感热口服液,10ml*6支 / 大包装：40 盒                    ,四川康特能药业有限公司,国药准字Z20080189,￥17.00/盒,￥15.64,53
中成药,复方板蓝根颗粒,15克*15袋 / 大包装：60 包                    ,桂林葛仙翁药业有限公司,国药准字Z45021052,￥5.40/包,￥4.96,16159
中成药,腹可安片,24片/盒 / 大包装：600 盒                    ,广东一力罗定制药有限公司,国药准字Z44020716,￥1.50/盒,￥1.38,23235
中成药,牛黄解毒片,12片/板*2板/盒 / 大包装：400 盒                    ,三金集团湖南,国药准字Z20053846,￥2.30/盒,￥2.11,4328
中成药,大山楂颗粒,15g*6袋 / 大包装：160 盒                    ,湖北香连药业有限责任公司,国药准字Z42020864,￥5.50/盒,￥5.06,494
中成药,腰息痛胶囊,18粒/盒*3小盒/盒 / 大包装：150 盒                    ,吉林京辉药业股份有限公司,国药准字Z20043412,￥12.50/盒,￥11.50,699
中成药,三七伤药片,2*18片/板/盒                    ,陕西盘龙药业集团股份有限公司,国药准字Z61020090,￥6.90/盒,￥6.34,1228
中成药,牛磺酸滴眼液,10ml / 大包装：300 盒                    ,长春迪瑞制药有限公司,国药准字H22024458,￥3.65/盒,￥3.35,3460
中成药,宁嗽露,100毫升/瓶 / 大包装：100 盒                    ,贵州汉方制药,国药准字Z52020370,￥6.80/盒,￥6.25,207
中成药,胃炎宁颗粒,15g*6袋 / 大包装：100 盒                    ,哈尓滨中药六厂有限公司,国药准字Z23020241,￥9.00/盒,￥8.28,73
中成药,六味地黄丸(浓缩丸),200丸/瓶 / 大包装：400 瓶                    ,华阳（恩施）药业有限公司,国药准字Z42020321,￥4.80/瓶,￥4.41,2006
中成药,理气舒心片,12片*3板 / 大包装：400 盒                    ,吉林省鑫辉药业有限公司,国药准字Z22022971,￥3.58/盒,￥3.29,502
中成药,缬沙坦氢氯噻嗪分散片,80mg/12.5mg*7片/盒 / 大包装：300 盒                    ,江苏万高药业股份有限公司,国药准字H20090262,￥14.50/盒,￥13.34,215
中成药,关节止痛膏,4贴*2袋/盒                    ,南通百益制药有限公司,国药准字Z32020715,￥4.50/盒,￥4.14,9
中成药,鼻渊舒口服液,10ml*6支 / 大包装：100 盒                    ,成都华神集团股份有限公司制药厂,国药准字Z51020208,￥16.50/盒,￥15.18,3172
中成药,小儿感冒颗粒,6g*10袋 / 大包装：100 盒                    ,华润三九（枣庄）药业.,国药准字Z37021392,￥8.65/盒,￥7.95,103985
中成药,消炎癣湿药膏,15g / 大包装：200 支                    ,广东太安堂药业股份有限公司,国药准字Z44020427,￥13.90/支,￥12.78,2319
中成药,根痛平胶囊,0.5g*3板*10粒/盒 / 大包装：300 盒                    ,陕西东泰制药有限公司,国药准字Z20060089,￥13.00/盒,￥11.96,310
中成药,胆香鼻炎片,0.3g*12片*2板/盒                    ,吉林京辉药业股份有限公司,国药准字Z20043404,￥4.38/盒,￥4.02,2408
中成药,枣仁安神胶囊,0.45g*20粒/盒                    ,贵州同济堂制药有限公司,国药准字Z20010033,￥22.00/盒,￥20.24,782
中成药,碳酸钙D3片(Ⅱ),36片/瓶 / 大包装：120 瓶                    ,北京康远制药有限公司,国药准字H20093675,￥23.00/瓶,￥21.16,1515
中成药,银杏叶分散片,12片*2板/盒 / 大包装：300 盒                    ,健民集团叶开泰国药(随州)有限公司,国药准字Z20060012,￥11.80/盒,￥10.85,699
中成药,蛇胆陈皮液,10ml*6支 / 大包装：100 盒                    ,重庆赛诺生物药业股份有限公司,国药准字Z19983140,￥6.50/盒,￥5.98,2891
中成药,妇科止血灵,0.31g*12粒*4板 / 大包装：300 盒                    ,哈尔滨中药六厂有限公司,国药准字Z23022121,￥7.20/盒,￥6.62,848
中成药,桑菊感冒颗粒,11g*10袋/盒 / 大包装：120 盒                    ,华阳（恩施）药业有限公司,国药准字Z42020319,￥5.40/盒,￥4.96,820
中成药,唇齿清胃丸,4.5g*14袋 / 大包装：200 盒                    ,长春人民药业集团有限公司,国药准字Z20064363,￥11.00/盒,￥10.12,97
中成药,脑心舒口服液,10ML*10支 / 大包装：60 盒                    ,江西汇仁药业股份有限公司,国药准字Z36021190,￥14.50/盒,￥13.34,648
中成药,羟苯磺酸钙分散片,0.25g*36片 / 大包装：200 盒                    ,江苏万高药业股份有限公司,国药准字H20080288,￥25.80/盒,￥23.73,30
中成药,活血通脉片,0.5g*10片*6板 / 大包装：200 盒                    ,吉林紫鑫药业股份有限公司,国药准字Z22020156,￥19.00/盒,￥17.48,79
中成药,口腔抑菌清新剂【三金西瓜霜】,30ml（金银花香型） / 大包装：180 盒                    ,广州市花都区晶神保健品厂,【粤】卫消证字【2011】第8015号,￥10.00/盒,￥9.20,0
中成药,强力枇杷露,100ml / 大包装：120 瓶                    ,石药控股集团广西泰诺制药有限公司,国药准字Z45021182,￥3.60/瓶,￥3.31,2399
中成药,金归洗液,150ml（带冲洗器） / 大包装：80 瓶                    ,浙江圣华药业有限公司,国药准字B20020161,￥10.00/瓶,￥9.20,889
中成药,橘红颗粒,11克*6袋/盒                    ,天圣制药集团山西有限公司,国药准字Z14020868,￥7.25/盒,￥6.67,799
中成药,天麻蜜环菌片,12片*3板/盒 / 大包装：200 盒                    ,江苏神华药业有限公司,国药准字Z32020978,￥5.80/盒,￥5.33,509
中成药,滴通鼻炎水,10ml/盒                    ,广西欢宝药业有限公司,国药准字Z45022047,￥6.00/盒,￥5.52,409
中成药,小儿清热止咳口服液,10ml*6支/盒 / 大包装：120 盒                    ,华阳（恩施）药业有限公司,国药准字Z19993326,￥5.30/盒,￥4.87,2544
中成药,复方贝母片,0.3g*10片*2板/盒 / 大包装：500 盒                    ,长春人民制药集团有限公司,国药准字Z20025841,￥3.80/盒,￥3.49,205
中成药,儿泻停颗粒,0.5g*12袋 / 大包装：200 盒                    ,合肥华润神鹿药业有限公司,国药准字Z19990025,￥12.00/盒,￥11.04,198
中成药,板蓝根片,100片/瓶 / 大包装：600 瓶                    ,广西圣民制药有限公司,国药准字Z45021220,￥1.70/瓶,￥1.56,3099
中成药,醒脑再造胶囊,0.35g*12粒*3板 / 大包装：200 盒                    ,吉林紫鑫药业股份有限公司,国药准字Z22020121,￥29.50/盒,￥27.14,11
中成药,口腔抑菌清新剂【三金西瓜霜】,30ml（罗汉果香型） / 大包装：180 盒                    ,广州市花都区晶神保健品厂,【粤】卫消证字【2011】第8015号,￥10.00/盒,￥9.20,0
中成药,珍珠明目滴眼液,10毫升/盒 / 大包装：600 盒                    ,苏州太湖美药业有限公司,国药准字Z10960078,￥3.40/盒,￥3.12,16049
中成药,辛夷鼻炎丸,30G / 大包装：200 瓶                    ,广州中一药业有限公司,国药准字Z44020046,￥11.00/瓶,￥10.12,1166
中成药,羚羊感冒片,24片 / 大包装：300 盒                    ,国药集团德众(佛山)药业有限公司,国药准字Z44021590,￥8.30/盒,￥7.63,2895
中成药,喉舒宁片,0.3g*12片*4板                    ,吉林京辉药业股份有限公司,国药准字Z20054216,￥6.10/盒,￥5.61,2377
中成药,抗骨增生片,24片                    ,陕西盘龙药业集团股份有限公司,国药准字Z61021658,￥5.80/盒,￥5.33,359
中成药,生脉饮,10ml*10支/盒 / 大包装：100 盒                    ,华阳(恩施)药业有限公司,国药准字Z42020296,￥6.80/盒,￥6.25,1348
中成药,归龙筋骨宁片【盾克】,10s*2板 / 大包装：400 盒                    ,长春人民药业,国药准字Z20026139,￥5.40/盒,￥4.96,649
中成药,六味地黄丸,6g*10袋 / 大包装：100 盒                    ,佛山冯了性药业有限公司,国药准字Z44023110,￥2.50/盒,￥2.30,670
中成药,小儿七星茶颗粒,7g*9袋/盒 / 大包装：200 盒                    ,广西圣民制药有限公司,国药准字Z45022248,￥4.30/盒,￥3.95,646
中成药,萆薢分清丸,6g*6袋 / 大包装：150 盒                    ,吉林紫鑫药业股份有限公司,国药准字Z22022808,￥28.50/盒,￥26.22,0
中成药,斧标驱风油【2号】,28ML / 大包装：240 支                    ,梁介福（广东）药业有限公司,国药准字Z20093691,￥17.80/支,￥16.37,27403
中成药,速效止泻胶囊,0.3g*12粒 / 大包装：400 盒                    ,四川泰乐制药有限公司,国药准字Z20043784,￥5.40/盒,￥4.96,451
中成药,理中丸,9克*10丸 / 大包装：100 盒                    ,佛山冯了性药业有限公司,国药准字Z44023078,￥9.50/盒,￥8.74,3084
中成药,维C银翘片,18片/瓶 / 大包装：1000 瓶                    ,贵州百灵企业集团制药有限公司,国药准字Z52020455,￥1.38/瓶,￥1.26,138801
中成药,参苓白术丸,6g*10袋 / 大包装：160 盒                    ,山东孔圣堂制药有限公司,国药准字Z20023053,￥8.80/盒,￥8.09,8487
中成药,桂枝茯苓丸,6g*8袋（浓缩水丸） / 大包装：200 盒                    ,朗致集团万荣药业有限公司,国药准字Z20027563,￥8.80/盒,￥8.09,1120
中成药,麝香镇痛膏,7cm*10cm*6片/盒 / 大包装：240 盒                    ,健民集团叶开泰国药(随州)有限公司,国药准字Z42020459,￥6.50/盒,￥5.98,503
中成药,肾石通颗粒,15g*10袋 / 大包装：100 盒                    ,江苏苏南药业实业有限公司,国药准字Z32020132,￥5.50/盒,￥5.06,3190
中成药,健胃消食片,0.5克*36片 / 大包装：360 盒                    ,广州白云山和记黄埔中药有限公司,国药准字Z20055041,￥8.20/盒,￥7.54,222
中成药,三蛇胆川贝糖浆,120毫升 / 大包装：120 瓶                    ,湖北太子药业,国药准字Z42020330,￥4.50/瓶,￥4.14,1203
中成药,大败毒胶囊,14s*3板 / 大包装：400 盒                    ,吉林京辉药业股份有限公司,国药准字Z22023188,￥10.50/盒,￥9.66,919
中成药,消风止痒颗粒,15g*12袋/盒 / 大包装：60 盒                    ,吉林紫鑫药业股份有限公司,国药准字Z22025024,￥18.00/盒,￥16.56,121
中成药,千柏鼻炎片,60片 / 大包装：480 瓶                    ,广东省惠州市中药厂有限公司,国药准字Z44021882,￥7.50/瓶,￥6.90,6427
中成药,强力枇杷露,150ml/瓶/盒 / 大包装：100 盒                    ,江西盛翔制药有限公司,国药准字Z36021651,￥4.10/盒,￥3.77,49406
中成药,骨筋丸胶囊,0.3g*10粒*2板*3小盒 / 大包装：80 盒                    ,重庆希尔安药业有限公司,国药准字Z19994001,￥29.50/盒,￥27.14,280
中成药,复方丹参片,60片 / 大包装：400 瓶                    ,广东省罗浮山白鹤制药厂,国药准字Z44021903,￥5.60/瓶,￥5.15,2151
中成药,复方桔梗止咳片,0.25g*18片*2板 / 大包装：300 盒                    ,贵州飞去岭药业股份有限公司,国药准字Z52020317,￥4.50/盒,￥4.14,741
中成药,壮腰健肾丸,5.6g*10丸 / 大包装：100 盒                    ,天圣制药集团山西有限公司,国药准字Z14020807,￥4.90/盒,￥4.50,3497
中成药,风湿定胶囊,36粒 / 大包装：400 盒                    ,吉林京辉药业股份有限公司,国药准字Z20044117,￥6.50/盒,￥5.98,656
中成药,小柴胡颗粒,4g*12袋 / 大包装：160 盒                    ,北京九龙制药,国药准字Z20003408,￥8.50/盒,￥7.82,1492
中成药,舒筋活血片,0.3g*100片 / 大包装：360 瓶                    ,三门峡莘原制药有限公司,国药准字Z41021984,￥2.10/瓶,￥1.93,4092
中成药,小儿清热宁颗粒,4克*12袋/盒 / 大包装：240 盒                    ,贵州信邦制药有限公司,国药准字Z20013243,￥10.90/盒,￥10.02,7002
中成药,蒲地蓝消炎片,0.3g*12片*4板/盒 / 大包装：400 盒                    ,安徽济人药业,国药准字Z20054278,￥4.60/盒,￥4.23,10968
中成药,益母草颗粒,15G*10包 / 大包装：100 盒                    ,广东省罗浮山白鹤制药厂,国药准字Z44022617,￥5.75/盒,￥5.29,997
中成药,安眠补脑口服液,10ml*10支/盒 / 大包装：60 盒                    ,湖北诺得胜制,国药准字Z20025905,￥17.50/盒,￥16.10,2481
中成药,感冒灵颗粒,10g*9袋 / 大包装：120 盒                    ,广东新峰,国药准字Z44021019,￥5.00/盒,￥4.60,16143
中成药,化痰平喘片,12片*2板/盒 / 大包装：400 盒                    ,吉林道君药业,国药准字Z22023306,￥3.20/盒,￥2.94,3460
中成药,藿香正气丸,4克*10袋/盒                    ,天圣制药集团山西有限公司,国药准字Z20027333,￥4.90/盒,￥4.50,1364
中成药,咳特灵胶囊,30粒/瓶 / 大包装：400 瓶                    ,广东省惠州市中药厂有限公司,国药准字Z44021880,￥4.00/瓶,￥3.68,10167
中成药,鼻舒适片,12s*3板*2小盒 / 大包装：240 盒                    ,广东省惠州市中药厂有限公司,国药准字Z44021865,￥10.80/盒,￥9.93,200
中成药,小柴胡颗粒,10g*10袋/盒 / 大包装：120 盒                    ,江西汪氏药业有限公司,国药准字Z36020674,￥4.50/盒,￥4.14,4208
中成药,右归丸,45g / 大包装：120 瓶                    ,河南宛西制药,国药准字Z41022170,￥35.00/瓶,￥32.20,133
中成药,七叶神安片,50mg*24s / 大包装：400 盒                    ,云南维和药业,国药准字Z20073176,￥2.80/盒,￥2.57,3778
中成药,湿毒清片,0.5g*30片 / 大包装：240 盒                    ,广州诺金制药,国药准字Z20050218,￥8.50/盒,￥7.82,29213
中成药,健胃消食片,0.8克*32片 / 大包装：240 盒                    ,武汉健民集团随州制药,国药准字Z20003114,￥6.00/盒,￥5.52,889
中成药,连花清瘟胶囊,0.35g*24S / 大包装：400 盒                    ,石家庄以岭药业,国药准字Z20040063,￥11.90/盒,￥10.94,14071
中成药,青果丸,8g*6袋*2小盒 / 大包装：100 中盒                    ,内蒙古大唐药业股份有限公司,国药准字Z15020163,￥19.50/中盒,￥17.94,1422
中成药,三黄片,16片*3板/盒                    ,湖北仁悦药业有限公司,国药准字Z42020649,￥4.00/盒,￥3.68,718
中成药,止咳橘红合剂,100ml/瓶 / 大包装：80 瓶                    ,鹤壁市中药有限公司,国药准字Z20093289,￥12.50/瓶,￥11.50,183
中成药,复方鱼腥草片,30s / 大包装：500 盒                    ,广东惠州中药厂,国药准字Z44021870,￥4.20/盒,￥3.86,757
中成药,暖胃舒乐片,12片*2板                    ,吉林省俊宏药,国药准字Z22022702,￥3.90/盒,￥3.58,1100
中成药,雷贝拉唑钠肠溶胶囊,10mg*7粒 / 大包装：200 盒                    ,珠海润都制药股份有限公司,国药准字H20050228,￥24.50/盒,￥22.54,434
中成药,蛇胆川贝液,10ml*6支/盒 / 大包装：200 盒                    ,江西盛翔制药,国药准字Z20053821,￥3.35/盒,￥3.08,11538
中成药,保胎灵,12s*3板 / 大包装：300 盒                    ,沈阳东新药业有限公司,国药准字Z19983109,￥9.50/盒,￥8.74,591
中成药,喉痛灵颗粒,10克*6袋/盒 / 大包装：180 盒                    ,广州诺金制药,国药准字Z44022512,￥6.25/盒,￥5.75,1082
中成药,消糜阴道泡腾片,8片/盒 / 大包装：240 盒                    ,烟台大洋制药,国药准字Z20070045,￥9.50/盒,￥8.74,641
中成药,藿香清胃胶囊,12粒*2板/盒 / 大包装：400 盒                    ,吉林吉春制药股份有限公司,国药准字Z20050591,￥4.90/盒,￥4.50,1451
中成药,滴通鼻炎水,15ML/瓶/盒 / 大包装：200 盒                    ,广州白云山医药集团股份有限公司白云山何济公制药厂,国药准字Z44022586,￥9.00/盒,￥8.28,3885
中成药,鹿角胶,250克/盒                    ,石家庄华鹏药业有限公司,国药准字Z20053228,￥475.00/盒,￥437.00,57
中成药,小儿解感颗粒,2.5g*12袋 / 大包装：300 盒                    ,健民药业集团股份有限公司,国药准字Z20060210,￥12.00/盒,￥11.04,7460
中成药,重感灵片,48S / 大包装：360 盒                    ,广东嘉应制药股份有限公司,国药准字Z44022468,￥3.30/盒,￥3.03,16785
中成药,小儿咳喘灵颗粒,2g*10袋 / 大包装：120 盒                    ,通化万通药业股份有限公司,国药准字Z11021238,￥9.00/盒,￥8.28,821
中成药,复方板蓝根颗粒,15克*10袋/盒 / 大包装：90 盒                    ,广州诺金制药,国药准字Z44022507,￥4.95/盒,￥4.55,745
中成药,葡萄糖酸氯己定软膏,10G / 大包装：400 支                    ,广东华润顺峰药业有限公司,国药准字H44024209,￥6.60/支,￥6.07,664
中成药,定坤丹,6g*6丸                    ,山西广誉远国药有限公司,国药准字Z20026662,￥77.00/盒,￥70.84,435
中成药,百咳静糖浆,60ml/瓶*2瓶/盒 / 大包装：60 盒                    ,新乡佐今明制药有限公司,国药准字Z41020835,￥14.50/盒,￥13.34,90
中成药,荨麻疹丸,8袋 / 大包装：135 盒                    ,吉林龙泰制药,国药准字Z20053016,￥13.80/盒,￥12.69,344
中成药,感冒清热颗粒,12g*10袋 / 大包装：100 盒                    ,北京同仁堂科技发展股份有限公司制药厂.,国药准字Z11020361,￥12.00/盒,￥11.04,208
中成药,通窍鼻炎片,0.3g*12片*3板 / 大包装：400 盒                    ,中山市恒生药业有限公司,国药准字Z20064203,￥7.90/盒,￥7.26,1164
中成药,养阴清肺糖浆,120ml / 大包装：100 盒                    ,内蒙古京新药业有限公司,国药准字Z15021721,￥12.50/盒,￥11.50,2710
中成药,利肺片,0.33g*36片（薄膜衣） / 大包装：300 盒                    ,山西德元堂药业有限公司,国药准字Z14020169,￥8.50/盒,￥7.82,2346
中成药,保济丸,3.7g*20袋 / 大包装：100 盒                    ,佛山冯了性药业有限公司,国药准字Z44022931,￥6.60/盒,￥6.07,12047
中成药,归脾丸,200s / 大包装：120 盒                    ,九芝堂股份有限公司,国药准字Z43020464,￥12.00/盒,￥11.04,3329
中成药,金钱草颗粒,10g*20袋 / 大包装：60 包                    ,重庆科瑞制药(集团)有限公司,国药准字Z20027655,￥18.50/包,￥17.02,7885
中成药,妇科调经片,36s                    ,景忠山国药(唐山)有限公司,国药准字Z13021425,￥3.38/盒,￥3.10,1126
中成药,归脾丸,9g*10丸 / 大包装：100 合                    ,佛山冯了性,国药准字Z44022893,￥13.80/合,￥12.69,1741
中成药,消食养胃片,0.32g*12片*4板 / 大包装：300 盒                    ,新乡佐今明制药股份有限公司,国药准字Z20026257,￥9.00/盒,￥8.28,204
中成药,清咽片,0.25g*14片*2板                    ,山西华元医药生物技术有限公司,国药准字Z14021859,￥4.80/盒,￥4.41,88
中成药,感冒清热颗粒,12g*10袋 / 大包装：100 包                    ,广东恒诚制药有限公司,国药准字Z44023466,￥6.30/包,￥5.79,83
中成药,十全大补丸,200丸/瓶 / 大包装：200 盒                    ,湖北瑞华制药,国药准字Z42021657,￥3.40/盒,￥3.12,45
中成药,柴黄颗粒,3g*10袋 / 大包装：100 盒                    ,四川百利药业有限责任公司,国药准字Z19993380,￥13.80/盒,￥12.69,4859
中成药,清淋颗粒,10g*8袋/盒 / 大包装：120 盒                    ,北京长城制药,国药准字Z11020122,￥11.00/盒,￥10.12,1436
中成药,布洛芬混悬液,100ML/瓶 / 大包装：100 瓶                    ,杨州一洋制药有限公司,国药准字H20103544,￥6.80/瓶,￥6.25,353
中成药,加味藿香正气丸,200丸/瓶/盒 / 大包装：200 盒                    ,湖北瑞华制药,国药准字Z42021658,￥3.80/盒,￥3.49,200
中成药,痰咳净片,0.2g*12片                    ,通化颐生药业股份有限公司,国药准字Z22021235,￥1.50/盒,￥1.38,1252
中成药,黄瑞香注射液,2ML*10支                    ,朗致集团万荣药业有限公司,国药准字Z14020269,￥12.50/盒,￥11.50,357
中成药,颈康胶囊,0.3g*24粒/盒 / 大包装：400 盒                    ,吉林真元制药,国药准字Z20090219,￥5.00/盒,￥4.60,8032
中成药,槐角丸,6克*6袋 / 大包装：200 盒                    ,山西华康药业,国药准字Z20013055,￥5.15/盒,￥4.73,3902
中成药,知柏地黄丸,200丸 / 大包装：200 瓶                    ,湖北瑞华制药,国药准字Z42021297,￥3.40/瓶,￥3.12,97
中成药,麝香保心丸,22.5mg*42丸 / 大包装：300 盒                    ,上海和黄药业,国药准字Z31020068,￥39.00/盒,￥35.88,2706
中成药,肠胃宁片,0.3g*15片*2板 / 大包装：400 盒                    ,云南省腾冲县东方红制药有限责任公司,国药准字Z53021222,￥8.50/盒,￥7.82,2653
中成药,蓝芩口服液,10ml*12支 / 大包装：40 盒                    ,扬子江药业集团有限公司,国药准字Z19991005,￥37.00/盒,￥34.04,13320
中成药,乐泰 颈康胶囊,24粒/盒*400盒/件                    ,哈尔滨乐泰药业,Z20090833,￥5.50/盒,￥5.06,1001
中成药,别嘌醇片,0.1g*100S / 大包装：300 瓶                    ,广东彼迪药业有限公司,国药准字H44021368,￥125.00/瓶,￥115.00,5233
中成药,板蓝根颗粒,10克*15袋/包 / 大包装：40 包                    ,九芝堂股份有限公司,国药准字Z43021013,￥6.50/包,￥5.98,702
中成药,洁尔阴洗液,160ml / 大包装：100 瓶                    ,四川恩威制药有限公司,国药准字Z10930008,￥11.80/瓶,￥10.85,5142
中成药,小儿咳喘灵口服液,10ml*10支 / 大包装：120 盒                    ,杭州老桐君制药有限公司,国药准字Z33020522,￥16.00/盒,￥14.72,147
中成药,感冒止咳颗粒,10克*10袋 / 大包装：100 盒                    ,广东恒诚制药有限公司,国药准字Z44021528,￥6.00/盒,￥5.52,199
中成药,风寒感冒颗粒,8g*10袋/盒                    ,吉林龙泰制药股份有限公司,国药准字Z22024722,￥8.50/盒,￥7.82,26
中成药,雪梨膏,120g/瓶/盒 / 大包装：120 瓶                    ,湖北盛通药业,国药准字Z42020146,￥3.50/瓶,￥3.22,3536
中成药,藿香正气胶囊,0.3g*12粒*2板                    ,太极集团浙江东方制药有限公司,国药准字Z20053151,￥7.30/盒,￥6.71,1413
中成药,十全大补丸,200丸 / 大包装：120 盒                    ,九芝堂股份有限公司,国药准字Z43020146,￥10.90/盒,￥10.02,392
中成药,养阴清肺丸,6克*6袋 / 大包装：200 盒                    ,山西华康药业,国药准字Z20044008,￥15.50/盒,￥14.26,2893
中成药,蛇胆川贝液【龟寿堂】,10ml*6支 / 大包装：120 盒                    ,湖北济安堂药业股份有限公司,国药准字Z42020095,￥5.00/盒,￥4.60,4638
中成药,黄藤素软胶囊,12粒*2板/盒 / 大包装：300 盒                    ,云南云龙制药股份有限公司,国药准字Z20060222,￥12.00/盒,￥11.04,2256
中成药,复方丹参片,0.32g*200片/瓶 / 大包装：300 瓶                    ,湖北金龙药业有限公司,国药准字Z42020584,￥11.50/瓶,￥10.58,8912
中成药,复方氨酚那敏颗粒,10包/袋*20袋/桶 / 大包装：6 桶                    ,河北金牛原大药业科技有限公司,国药准字H13024141,￥65.00/桶,￥59.80,0
中成药,感冒退烧片,15s*2板/盒                    ,吉林省康福药业有限公司,国药准字Z22022878,￥3.00/盒,￥2.76,232
中成药,天香酊,30ml/瓶 / 大包装：120 瓶                    ,云南维和药业股份有限公司,国药准字Z20025711,￥8.00/瓶,￥7.36,22
中成药,风寒感冒颗粒,8g*10袋 / 大包装：100 包                    ,广东恒诚制药有限公司,国药准字Z44021522,￥6.90/包,￥6.34,287
中成药,香砂养胃丸,200丸 / 大包装：200 瓶                    ,湖北瑞华制药,国药准字Z42021296,￥3.40/瓶,￥3.12,190
中成药,腹可安片,24片/瓶 / 大包装：600 瓶                    ,广东省惠州市中药厂有限公司,国药准字Z44021871,￥1.20/瓶,￥1.10,69889
中成药,净石灵胶囊,0.3g*45粒                    ,吉林省银诺克药业有限公司,国药准字Z22020003,￥10.50/瓶,￥9.66,1448
中成药,五子衍宗丸,6克/袋*10袋/盒 / 大包装：120 盒                    ,福州海王金象中药制药有限公司,国药准字Z35020263,￥9.50/盒,￥8.74,1887
中成药,小儿肠胃康颗粒,5g*12袋/盒 / 大包装：120 盒                    ,温州海鹤药业有限公司,国药准字Z33020496,￥16.00/盒,￥14.72,1312
中成药,清咽丸,6g*10丸 / 大包装：80 瓶                    ,北京同仁堂科技发展股份有限公司制药厂,国药准字Z11020891,￥11.80/瓶,￥10.85,768
中成药,痔炎消颗粒,10g*9袋 / 大包装：120 盒                    ,广西济民制药厂,国药准字Z45020058,￥7.50/盒,￥6.90,644
中成药,风热感冒颗粒,10g*10袋 / 大包装：100 包                    ,广东恒诚制药有限公司,国药准字Z44021601,￥6.90/包,￥6.34,452
中成药,感冒解毒颗粒,5克*12袋/盒 / 大包装：160 盒                    ,上海迪冉郸城制药有限公司,国药准字Z20064411,￥7.80/盒,￥7.17,243
中成药,三蛇胆川贝糖浆,100ml                    ,湖北太子药业有限公司,国药准字Z42020330,￥4.30/瓶,￥3.95,120
中成药,黄芪精【有糖型】,10ml*10支 / 大包装：60 盒                    ,江苏聚荣制药集团有限公司,国药准字Z32020083,￥12.50/盒,￥11.50,6801
中成药,清肺抑火片,12片*2板/盒 / 大包装：400 盒                    ,云南省曲靖药,国药准字Z53020994,￥1.68/盒,￥1.54,18093
中成药,痰咳净片,20片*1板/盒 / 大包装：600 合                    ,吉林白山正茂,国药准字Z22024282,￥1.90/合,￥1.74,4172
中成药,复方丹参片,0.32g*60片/瓶 / 大包装：600 瓶                    ,湖北金龙药业有限公司,国药准字Z42020584,￥3.98/瓶,￥3.66,7156
中成药,皮肤病血毒丸,120粒/瓶 / 大包装：300 盒                    ,广东国医堂制药股份有限公司,国药准字Z44023272,￥9.80/盒,￥9.01,1991
中成药,喉痛灵片,36片/盒 / 大包装：400 盒                    ,广东省惠州市中药厂有限公司,国药准字Z44021876,￥3.50/盒,￥3.22,1244
中成药,益母草膏,125g / 大包装：120 瓶                    ,湖北太子药业有限公司,国药准字Z42020333,￥5.70/瓶,￥5.24,107
中成药,复方滋补力膏,150克/瓶*4瓶                    ,江西药都樟树制药有限公司,国药准字Z36021730,￥147.15/盒,￥135.37,9
中成药,海珠喘息定片,0.52g*50片                    ,江西南昌桑海制药厂,国药准字Z20073306,￥11.50/瓶,￥10.58,708
中成药,藿香清胃胶囊,12s*3板 / 大包装：400 盒                    ,吉林省俊宏药业有限公司,国药准字Z20060148,￥6.25/盒,￥5.75,11057
中成药,龙胆泻肝丸【浓缩丸】,60丸*2板 / 大包装：300 盒                    ,山东仙河药业,国药准字Z37021022,￥6.65/盒,￥6.11,6271
中成药,小儿止咳糖浆,80ml/瓶                    ,江西南昌桑海制药厂,国药准字Z36021630,￥5.90/盒,￥5.42,560
中成药,元胡止痛片,0.25g*100片/瓶 / 大包装：480 瓶                    ,广东省惠州市中药厂有限公司,国药准字Z44021890,￥3.90/瓶,￥3.58,3842
中成药,板蓝根颗粒,10g*20袋/包 / 大包装：60 包                    ,广西万寿堂药业有限公司,国药准字Z45021549,￥6.88/包,￥6.32,2183
中成药,咳喘顺丸,45G / 大包装：200 盒                    ,广州白云山陈李济药厂有限公司,国药准字Z44021051,￥32.00/盒,￥29.44,2062
